"","chromosome_name","start_position","end_position","hgnc_symbol","Reporter.identifier","start","end","distance"
"631","3",184135038,184146127,"EIF2B5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5925",184144173,184144226,11036
"632","17",40121971,40136917,"MSL1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5933",40129812,40129871,14887
"633","1",39081316,39487177,"MACF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5936",39485952,39486011,405802
"634","4",152936323,152979671,"FHDC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5960",152978671,152978730,43289
"635","10",130136391,130184521,"GLRX3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5965",130179358,130179417,48071
"636","2",24491254,24770702,"NCOA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5972",24758036,24758095,279389
"637","7",87627548,87832296,"RUNDC3B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.598",87777874,87777933,204689
"638","16",234521,272183,"FAM234A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5983",266045,266104,37603
"639","7",3301252,4269000,"SDK1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5986",4268730,4268789,967689
"640","2",182833275,182866637,"FRZB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5990",182834154,182834213,33303
"641","1",11980181,12015211,"MFN2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6008",12013363,12013422,34971
"642","8",47773111,47960178,"PRKDC","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6014",47773740,47773799,187008
"643","X",69160851,69165521,"PJA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6017",69160947,69161006,4611
"644","2",55282350,55346049,"CCDC88A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6022",55335098,55335157,63640
"645","1",114392790,114511203,"TRIM33","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6039",114396422,114396481,118354
"646","3",101561868,101566446,"TRMT10C","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6040",101566139,101566198,4519
"647","6",53497341,53616970,"GCLC","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6062",53497399,53497458,119570
"648","4",82422565,82430462,"HNRNPDL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6074",82427267,82427306,7858
"649","3",48432164,48440456,"CCDC51","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6084",48432430,48432489,8233
"650","2",24124366,24190436,"FAM228B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6093",24147042,24147086,66026
"651","17",7930345,7932123,"TRAPPC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6096",7930552,7930611,1719
"652","11",78215293,78418348,"GAB2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6103",78222129,78222188,202996
"653","X",130339888,130373361,"SLC25A14","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6104",130373206,130373265,33414
"654","7",50458436,50565405,"DDC","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6111",50458472,50458531,106910
"655","22",43166622,43187134,"TTLL12","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6122",43166836,43166895,20453
"656","15",92162798,92172436,"SLCO3A1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6125",92165833,92165892,9579
"657","X",103309346,103311007,"BEX2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6132",103309434,103309493,1602
"658","1",205086142,205122015,"RBBP5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6145",205088531,205088590,35814
"659","1",62436297,62451804,"USP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6170",62451599,62451658,15448
"660","2",68157888,68176238,"PNO1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6172",68174932,68174991,18291
"661","3",129647792,129893711,"TMCC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.618",129648003,129648062,245860
"662","1",182839347,182887982,"DHX9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6180",182887539,182887598,48576
"663","7",44210019,44334577,"CAMK2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6191",44218236,44218295,124499
"664","7",100706121,100707486,"POP7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6202",100707407,100707466,1306
"665","13",33818069,33966558,"RFC3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6203",33836551,33836610,148430
"666","1",165907921,165907976,"MIR3658","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6211",165907885,165907944,68
"667","1",147242654,147295765,"CHD1L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6227",147294429,147294488,53052
"668","19",12884422,12887201,"KLF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6229",12885453,12885512,2720
"669","16",46955362,46973674,"DNAJA2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6246",46957176,46957220,18268
"670","9",128633653,128656847,"DYNC2I2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6254",128633871,128633930,23135
"671","3",193593144,193697811,"OPA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.627",193666320,193666379,104608
"672","21",43789513,43805293,"RRP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6276",43803971,43804030,15721
"673","14",103385377,103503831,"MARK3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6289",103475173,103475214,118413
"674","2",191846534,192044525,"CAVIN2-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6290",191950220,191950279,197932
"675","17",19377721,19383544,"MAPK7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6292",19383321,19383380,5764
"676","19",12891128,12915126,"GCDH","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6296",12897793,12897852,23939
"677","2",24793136,24822376,"CENPO","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6309",24821922,24821981,29181
"678","14",23469679,23509862,"NGDN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6316",23477305,23477357,40131
"679","3",15048548,15099145,"MRPS25","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6320",15052214,15052273,50538
"680","3",133573686,133590261,"CDV3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6332",133586616,133586675,16516
"681","5",103120149,103212799,"PPIP5K2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6344",103212581,103212640,92591
"682","4",154535005,154550400,"PLRG1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6346",154537305,154537364,15336
"683","10",69180234,69209099,"SUPV3L1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6358",69208932,69208991,28806
"684","12",7346685,7479897,"CD163L1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6377",7368159,7368200,133171
"685","6",13924446,13980310,"RNF182","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6380",13979766,13979825,55805
"686","3",53867066,53882152,"ACTR8","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6381",53870028,53870087,15027
"687","1",117929720,117966543,"WDR3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6386",117959814,117959873,36764
"688","1",145921556,145927678,"RBM8A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6391",145926509,145926568,6063
"689","1",39678648,39691485,"HPCAL4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6398",39679270,39679329,12778
"690","2",171687409,171750158,"DYNC1I2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6408",171747908,171747967,62690
"691","12",2857680,2877174,"FOXM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6409",2858156,2858215,19435
"692","17",51260546,51297936,"UTP18","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6415",51288023,51288077,37336
"693","11",64606174,64723197,"NRXN2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6416",64607312,64607371,116964
"694","12",1565993,1594581,"FBXL14","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6417",1566006,1566065,28529
"695","2",153477338,153478762,"RPRM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6422",153477662,153477721,1365
"696","12",21536203,21657798,"LDHB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6426",21635515,21635574,121536
"697","9",14081843,14398983,"NFIB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6444",14083771,14083830,317081
"698","10",988434,1019932,"GTPBP4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6488",1017464,1017523,31439
"699","12",133130575,133159465,"ZNF10","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6492",133156722,133156781,28831
"700","HG2334_PATCH",78462,183684,"PTEN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6495",182057,182116,105163
"701","11",112961275,113278436,"NCAM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6501",113277268,113277327,317102
"702","3",50287732,50292918,"IFRD2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6506",50288114,50288173,5127
"703","X",153793516,153798499,"SSR4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6507",153798069,153798116,4936
"704","6",41080624,41101056,"NFYA","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6508",41097614,41097673,20373
"705","X",100820391,100841520,"CSTF2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6509",100837417,100837450,21096
"706","3",20040446,20154404,"KAT2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6516",20154027,20154086,113899
"707","3",49268596,49277232,"C3orf62","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6547",49271145,49271204,8577
"708","3",132654446,132679794,"UBA5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6555",132676441,132676498,25291
"709","14",55559072,55701526,"KTN1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6556",55641696,55641755,142395
"710","1",13700188,13825079,"PRDM2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6568",13824690,13824749,124832
"711","18",25061924,25352190,"ZNF521","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6571",25062030,25062089,290207
"712","3",54122552,55074557,"CACNA2D3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6591",55004761,55004815,951951
"713","4",98995659,99062809,"METAP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.660",99057760,99057819,67091
"714","17",41966763,41977740,"CNP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6609",41975051,41975110,10918
"715","16",3305406,3318852,"ZNF75A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.661",3317298,3317357,13387
"716","7",2403588,2448484,"CHST12","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6611",2434381,2434440,44837
"717","4",55948871,56033361,"CEP135","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6613",56032945,56033004,84431
"718","1",32013868,32060850,"KHDRBS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6623",32040836,32040895,46923
"719","1",51287258,51345116,"TTC39A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6633",51287832,51287891,57799
"720","13",45390353,45391267,"RCN1P2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6634",45391032,45391063,883
"721","1",39895428,39902256,"MYCL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6646",39900681,39900740,6769
"722","2",108288639,108309915,"SULT1C2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6662",108305498,108305557,21217
"723","7",33014130,33062796,"NT5C3A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6665",33014584,33014643,48607
"724","4",17614641,17634105,"MED28","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6668",17623870,17623928,19406
"725","4",76148561,76200666,"SCARB2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6699",76168403,76168462,52046
"726","13",40789412,40812460,"SLC25A15","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6710",40811953,40812012,22989
"727","1",98890245,99227929,"PLPPR5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6713",98914833,98914892,337625
"728","5",168486451,168519301,"RARS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6714",168519132,168519191,32791
"729","12",53708517,53727745,"CALCOCO1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6716",53711321,53711380,19169
"730","17",78674048,78782297,"CYTH1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6723",78674056,78674115,108190
"731","19",11451326,11481046,"ELAVL3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6725",11458243,11458289,29674
"732","10",79661394,79826594,"NUTM2B-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6731",79794168,79794227,165141
"733","16",57610652,57665580,"ADGRG1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6740",57664570,57664629,54869
"734","19",57819721,57846238,"ZNF587B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6754",57845575,57845634,26458
"735","5",21616262,21779522,"CDH12","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.676",21752003,21752062,163201
"736","X",130124666,130165879,"AIFM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6767",130137116,130137175,41154
"737","10",13317428,13348298,"SEPHS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.678",13319101,13319160,30811
"738","10",101570560,101609662,"DPCD","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6780",101608835,101608891,39046
"739","11",62728069,62740293,"TTC9C","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6782",62738323,62738382,12165
"740","2",200510008,200584096,"SGO2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6807",200573790,200573849,74029
"741","17",17504005,17512266,"PEMT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.682",17509511,17509547,8225
"742","20",17956979,18059188,"OVOL2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6824",18012513,18012572,102150
"743","18",80147908,80179839,"PARD6G-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6858",80160189,80160248,31872
"744","22",28772674,28789301,"CCDC117","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6862",28786262,28786321,16568
"745","20",58389229,58451101,"VAPB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6863",58444952,58445011,61813
"746","10",1039152,1049119,"IDI1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6864",1040679,1040738,9908
"747","Y",2566024,2609207,"LINC03112","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6865",2566451,2566510,43124
"748","2",53970838,54305300,"ACYP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6870",54138659,54138718,334403
"749","16",11668455,11679152,"SNN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6879",11678781,11678840,10638
"750","3",141324213,141449792,"ZBTB38","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6884",141448526,141448585,125520
"751","2",171315746,171434802,"METTL8","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6894",171320073,171320132,118997
"752","2",231453531,231483641,"NCL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.69",231455010,231455069,30051
"753","16",58295080,58406147,"GINS3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6918",58404669,58404728,111008
"754","16",23835983,24220611,"PRKCB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.692",24215889,24215948,384569
"755","16",58462846,58513628,"NDRG4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6921",58513205,58513264,50723
"756","21",43659560,43696079,"RRP1B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6951",43693373,43693432,36460
"757","12",62260338,62417431,"USP15","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6953",62409298,62409357,157034
"758","1",160024953,160031990,"PIGM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6964",160030392,160030451,6978
"759","1",19210348,19240709,"EMC1-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6967",19217651,19217710,30302
"760","4",153152163,153339319,"TRIM2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6975",153336213,153336272,187097
"761","21",32268228,32279049,"MIS18A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6981",32269016,32269075,10762
"762","19",43827321,43852017,"ZNF283","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6984",43846268,43846327,24637
"763","19",3185563,3209575,"NCLN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6987",3209366,3209425,23953
"764","12",6913745,6923698,"ENO2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.6989",6918030,6918089,9894
"765","1",171090901,171117819,"FMO3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7000",171117348,171117407,26859
"766","X",107628428,107651993,"PRPS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7038",107650627,107650686,23506
"767","10",104235356,104267459,"GSTO1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7056",104266107,104266166,32044
"768","8",17922842,18029948,"PCM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7061",18014795,18014841,107060
"769","2",32277904,32316594,"YIPF4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7066",32316460,32316519,38631
"770","4",37891084,38139175,"TBC1D1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7074",38139084,38139143,248032
"771","4",99878336,99894428,"LAMTOR3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7090",99881962,99882021,16033
"772","2",33532744,33599347,"FAM98A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7093",33584055,33584114,66544
"773","7",133034607,133035920,"CHCHD3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.710",133034726,133034785,1254
"774","HSCHR15_4_CTG8",2646214,2678539,"CHRFAM7A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7107",2647565,2647624,32266
"775","3",111070071,111275563,"NECTIN3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.711",111133893,111133952,205433
"776","2",171517270,171517716,"RPS15P4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7126",171517363,171517422,387
"777","3",184380054,184390736,"CHRD","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7178",184387050,184387086,10646
"778","5",37288137,37371106,"NUP155","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7187",37294393,37294452,82910
"779","17",28328325,28335489,"IFT20","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7188",28328672,28328731,7105
"780","12",85874295,85882992,"NTS","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7201",85878386,85878445,8638
"781","2",55282350,55346049,"CCDC88A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.722",55290369,55290428,63640
"782","17",5359668,5420164,"NUP88","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7232",5384102,5384161,60437
"783","21",44805617,44818779,"SUMO3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7236",44806695,44806754,13103
"784","1",97933474,98049871,"MIR137HG","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7237",98024979,98025038,116338
"785","3",50569152,50596168,"HEMK1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7256",50583909,50583968,26957
"786","15",90074512,90082207,"ZNF710-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7257",90074703,90074762,7636
"787","HSCHR15_4_CTG8",2646214,2678539,"CHRFAM7A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7261",2647317,2647376,32266
"788","17",6057807,6124427,"WSCD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7271",6123740,6123799,66561
"789","12",98515579,98550351,"TMPO","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7273",98547793,98547852,34713
"790","1",173477330,173488815,"PRDX6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7283",173487945,173488004,11426
"791","7",7156934,7248616,"C1GALT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7285",7243934,7243993,91623
"792","4",56963350,56977606,"NOA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7296",56963518,56963577,14197
"793","11",65961728,65980137,"SART1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.730",65977799,65977858,18350
"794","19",49928702,49933935,"ATF5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7300",49933497,49933556,5174
"795","8",27235308,27258420,"STMN4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7301",27236801,27236860,23053
"796","12",116856144,116881441,"HRK","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7304",116861248,116861307,25238
"797","7",12211270,12243367,"TMEM106B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7308",12236901,12236960,32038
"798","4",52872982,53366066,"SCFD2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7314",52874001,52874060,493025
"799","12",48935723,48957487,"ARF3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.733",48939734,48939781,21717
"800","19",16517894,16542437,"CHERP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7340",16517919,16517978,24484
"801","22",50263713,50270767,"MAPK11","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7345",50263798,50263857,6995
"802","X",103918896,103966712,"TMSB15B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7347",103965539,103965595,47760
"803","3",183829271,183884933,"PARL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7380",183842331,183842390,55603
"804","20",46008908,46016561,"MMP9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7396",46016482,46016541,7594
"805","1",1055033,1056116,"AGRN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.740",1055806,1055865,1024
"806","20",58389229,58451101,"VAPB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7403",58445158,58445217,61813
"807","7",28299321,28825894,"CREB5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7407",28819486,28819545,526514
"808","19",35867899,35879792,"APLP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7414",35874543,35874602,11834
"809","17",2755705,3037741,"RAP1GAP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7417",3036842,3036901,281977
"810","1",155316863,155324176,"RUSC1-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7442",155320478,155320537,7254
"811","6",41921499,41933046,"BYSL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7443",41932781,41932840,11488
"812","3",47495640,47513712,"ELP6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7454",47498350,47498409,18013
"813","1",33307348,33349245,"PHC2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7456",33323799,33323858,41838
"814","19",4402640,4445018,"CHAF1A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7458",4429439,4429498,42319
"815","7",10973336,11169623,"PHF14","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7469",11102872,11102931,196228
"816","3",184361710,184368596,"POLR2H","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7470",184368456,184368515,6827
"817","11",2400488,2403878,"TSSC4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7485",2403549,2403608,3331
"818","3",45795970,45863928,"LZTFL1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7492",45824545,45824604,67899
"819","13",61409685,61415849,"PCDH20","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7500",61410233,61410292,6105
"820","11",57648188,57661865,"CLP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7516",57661170,57661229,13618
"821","3",64010550,64024010,"PSMD6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7517",64018615,64018674,13401
"822","6",56457987,56954830,"DST","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7528",56483636,56483695,496784
"823","5",147390808,147510068,"DPYSL3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7551",147390974,147391033,119201
"824","9",40500651,40503283,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7567",40503160,40503219,2573
"825","2",11179759,11348330,"ROCK2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7568",11182416,11182475,168512
"826","5",150401637,150412969,"CD74","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7592",150412659,150412718,11273
"827","17",19648136,19685760,"ALDH3A2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7593",19675575,19675634,37565
"828","2",190343570,190371665,"INPP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7594",190366838,190366895,28038
"829","8",55102028,55542054,"XKR4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7595",55526012,55526071,439967
"830","6",43299710,43308826,"CRIP3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7604",43305626,43305685,9057
"831","17",20901939,20902680,"RNASEH1P1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7611",20902110,20902169,682
"832","4",169729470,169757944,"HPF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7623",169729521,169729580,28415
"833","6",28080568,28089563,"ZNF165","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7632",28089409,28089468,8936
"834","16",58129519,58163246,"CSNK2A2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7672",58159968,58160027,33668
"835","3",196568611,196589059,"FBXO45","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.768",196585296,196585355,20389
"836","3",136250340,136337896,"PCCB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7684",136326824,136326883,87497
"837","1",155687960,155739010,"DAP3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7694",155738366,155738425,50991
"838","16",81081945,81096395,"GCSH","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7698",81082378,81082437,14391
"839","3",115623510,115721490,"GAP43","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7714",115721138,115721197,97921
"840","HSCHR17_1_CTG2",76173,80105,"RILP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7717",76223,76282,3873
"841","HSCHR15_4_CTG8",1194322,1393362,"APBA2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.7721",1392797,1392856,198981
